encoder,dataset,fold,method,hyper,accuracy,macro_f1,weighted_f1,n_iter
mel_only,cremad,1,mlp,h512_a1e-03,0.3463287849252761,0.3461695481921976,0.3480118524527868,300.0
mel_only,cremad,1,mlp,h512_a1e-02,0.3567251461988304,0.3554011122059755,0.3570141884724561,300.0
mel_only,cremad,1,knn,k11,0.3521767381416504,0.3292259836269541,0.3312171184173317,
mel_only,cremad,2,mlp,h512_a1e-05,0.4370988446726572,0.4329017411446623,0.4346843913161871,300.0
mel_only,cremad,2,mlp,h512_a1e-04,0.4441591784338896,0.4390993040573379,0.4415210962235482,300.0
mel_only,cremad,2,mlp,h512_a1e-03,0.441591784338896,0.4376760593061249,0.4400504426958758,300.0
mel_only,cremad,2,mlp,h512_a1e-02,0.4319640564826701,0.429663707065006,0.4317485280541129,300.0
mel_only,cremad,2,knn,k11,0.3857509627727856,0.3498030197173127,0.3507632745890872,
mel_only,cremad,3,mlp,h512_a1e-05,0.4236200256739409,0.4206310284711885,0.4214630815087155,300.0
mel_only,cremad,3,mlp,h512_a1e-04,0.4326059050064185,0.4291642733820091,0.4300053899952419,300.0
mel_only,cremad,3,mlp,h512_a1e-03,0.4306803594351733,0.4267039331666303,0.4273766435605103,300.0
mel_only,cremad,3,mlp,h512_a1e-02,0.4242618741976893,0.4200375391681181,0.4207796647670871,300.0
mel_only,cremad,3,knn,k11,0.4274711168164313,0.3911242374732112,0.391908380851232,
mel_only,cremad,4,mlp,h512_a1e-05,0.4168272318561336,0.411300877874043,0.4120319602200272,300.0
mel_only,cremad,4,mlp,h512_a1e-04,0.4181117533718689,0.4121941595081207,0.4121027981970344,300.0
mel_only,cremad,4,mlp,h512_a1e-03,0.4052665382145151,0.3998134934805465,0.4001673642209186,300.0
mel_only,cremad,4,mlp,h512_a1e-02,0.411689145793192,0.4061718088530274,0.4065288108186148,300.0
mel_only,cremad,4,knn,k11,0.4065510597302504,0.3750981019038144,0.3747579191216763,
mel_only,cremad,5,mlp,h512_a1e-05,0.340650406504065,0.3080622780269983,0.3129446795050376,300.0
mel_only,cremad,5,mlp,h512_a1e-04,0.3504065040650406,0.3216255628465445,0.3262682806897741,300.0
mel_only,cremad,5,mlp,h512_a1e-03,0.3552845528455284,0.3284289816308053,0.332955124039919,300.0
mel_only,cremad,5,mlp,h512_a1e-02,0.3536585365853658,0.3258045951296935,0.330058501783814,300.0
mel_only,cremad,5,knn,k11,0.3601626016260162,0.3224154013086159,0.3252135255431601,
mel_only,esc50,1,mlp,h512_a1e-05,0.3225,0.3170882629925973,0.3170882629925973,300.0
mel_only,esc50,1,mlp,h512_a1e-04,0.32,0.314680115001733,0.314680115001733,300.0
mel_only,esc50,1,mlp,h512_a1e-03,0.32,0.3140579410384364,0.3140579410384364,300.0
mel_only,esc50,1,mlp,h512_a1e-02,0.325,0.3207610166633992,0.3207610166633992,300.0
mel_only,esc50,1,knn,k11,0.2225,0.1917598765542499,0.1917598765542499,
mel_only,esc50,2,mlp,h512_a1e-05,0.2825,0.2791392643132581,0.2791392643132581,300.0
mel_only,esc50,2,mlp,h512_a1e-04,0.285,0.2827575083556508,0.2827575083556508,300.0
mel_only,esc50,2,mlp,h512_a1e-03,0.275,0.2671783795256806,0.2671783795256806,300.0
mel_only,esc50,2,mlp,h512_a1e-02,0.28,0.2716454909727355,0.2716454909727355,300.0
mel_only,esc50,2,knn,k11,0.205,0.185796438690585,0.185796438690585,
mel_only,esc50,3,mlp,h512_a1e-05,0.3275,0.3050706677448857,0.3050706677448857,300.0
mel_only,esc50,3,mlp,h512_a1e-04,0.3275,0.3063160478264799,0.3063160478264799,300.0
mel_only,esc50,3,mlp,h512_a1e-03,0.3325,0.3121213452526145,0.3121213452526145,300.0
mel_only,esc50,3,mlp,h512_a1e-02,0.34,0.317671025494151,0.317671025494151,300.0
mel_only,esc50,3,knn,k11,0.2175,0.1861774848482009,0.1861774848482009,
mel_only,esc50,4,mlp,h512_a1e-05,0.3975,0.3807213126428767,0.3807213126428767,300.0
mel_only,esc50,4,mlp,h512_a1e-04,0.395,0.3786656244848464,0.3786656244848464,300.0
mel_only,esc50,4,mlp,h512_a1e-03,0.395,0.3760029424666657,0.3760029424666657,300.0
mel_only,esc50,4,mlp,h512_a1e-02,0.395,0.3797035836002587,0.3797035836002587,300.0
mel_only,esc50,4,knn,k11,0.2525,0.2310620130526824,0.2310620130526824,
mel_only,esc50,5,mlp,h512_a1e-05,0.3325,0.3100490573239456,0.3100490573239456,300.0
mel_only,esc50,5,mlp,h512_a1e-04,0.33,0.3065447344895723,0.3065447344895723,300.0
mel_only,esc50,5,mlp,h512_a1e-03,0.3275,0.3022105254333674,0.3022105254333674,300.0
mel_only,esc50,5,mlp,h512_a1e-02,0.3325,0.3110879610502027,0.3110879610502027,300.0
mel_only,esc50,5,knn,k11,0.2,0.1762439247674541,0.1762439247674541,
whisper_tiny,iemocap_4class,Ses01,mlp,h512_a1e-05,0.6679132385938669,0.6637274141442069,0.6560877648184595,68.0
whisper_tiny,iemocap_4class,Ses01,mlp,h512_a1e-04,0.6664173522812267,0.661953796381997,0.6548765807974626,68.0
whisper_tiny,iemocap_4class,Ses01,mlp,h512_a1e-03,0.668661181750187,0.6641114905789484,0.6573181051941063,68.0
whisper_tiny,iemocap_4class,Ses01,mlp,h512_a1e-02,0.6551982049364248,0.6494864648505604,0.6411275436998213,112.0
whisper_tiny,iemocap_4class,Ses01,knn,k11,0.6185489902767389,0.6121077084896173,0.6068332820651577,
whisper_tiny,iemocap_4class,Ses02,mlp,h512_a1e-05,0.6950925181013676,0.6882002010384559,0.6870969646082913,87.0
whisper_tiny,iemocap_4class,Ses02,mlp,h512_a1e-04,0.6910699919549477,0.6831475045152753,0.6827431352614202,92.0
whisper_tiny,iemocap_4class,Ses02,mlp,h512_a1e-03,0.6934835076427996,0.6846328458579195,0.6849661562366792,87.0
whisper_tiny,iemocap_4class,Ses02,mlp,h512_a1e-02,0.6999195494770716,0.6932321589936132,0.6923960237426137,75.0
whisper_tiny,iemocap_4class,Ses02,knn,k11,0.6870474658085277,0.6787599540060977,0.670039406323533,
whisper_tiny,iemocap_4class,Ses03,mlp,h512_a1e-05,0.6454046639231824,0.6419298080521025,0.6447038936615698,68.0
whisper_tiny,iemocap_4class,Ses03,mlp,h512_a1e-04,0.6440329218106996,0.6399657300085779,0.6431008426522562,68.0
whisper_tiny,iemocap_4class,Ses03,mlp,h512_a1e-03,0.6454046639231824,0.641699434715,0.6447379060099,67.0
whisper_tiny,iemocap_4class,Ses03,mlp,h512_a1e-02,0.6515775034293553,0.6489661119580652,0.6520097512725892,111.0
whisper_tiny,iemocap_4class,Ses03,knn,k11,0.6310013717421125,0.6230089454962536,0.628154432789188,
whisper_tiny,iemocap_4class,Ses04,mlp,h512_a1e-05,0.6666666666666666,0.6539855327928397,0.6715450069770716,70.0
whisper_tiny,iemocap_4class,Ses04,mlp,h512_a1e-04,0.6704204204204204,0.6570935839957804,0.6753888566259059,70.0
whisper_tiny,iemocap_4class,Ses04,mlp,h512_a1e-03,0.6659159159159159,0.6535477567898011,0.6708618926164569,70.0
whisper_tiny,iemocap_4class,Ses04,mlp,h512_a1e-02,0.6561561561561562,0.646365340051105,0.6614389065364575,115.0
whisper_tiny,iemocap_4class,Ses04,knn,k11,0.6448948948948949,0.639006029681282,0.6536512218397519,
whisper_tiny,iemocap_4class,Ses05,mlp,h512_a1e-05,0.6735235567352356,0.6600269648534567,0.6722363541937201,69.0
whisper_tiny,iemocap_4class,Ses05,mlp,h512_a1e-04,0.6721964167219642,0.6580425385348225,0.6707838664950863,69.0
whisper_tiny,iemocap_4class,Ses05,mlp,h512_a1e-03,0.6695421366954214,0.6556850908941458,0.6681910966718105,68.0
whisper_tiny,iemocap_4class,Ses05,mlp,h512_a1e-02,0.6642335766423357,0.6525184020981839,0.6633791259835967,121.0
whisper_tiny,iemocap_4class,Ses05,knn,k11,0.6250829462508295,0.614426716408738,0.6241809182544972,
whisper_tiny,ravdess,1,mlp,h512_a1e-05,0.7533333333333333,0.7468472642685815,0.7476574900497521,76.0
whisper_tiny,ravdess,1,mlp,h512_a1e-04,0.7533333333333333,0.7468472642685815,0.7476574900497521,76.0
whisper_tiny,ravdess,1,mlp,h512_a1e-03,0.7533333333333333,0.7468472642685815,0.7476574900497521,76.0
whisper_tiny,ravdess,1,mlp,h512_a1e-02,0.7433333333333333,0.736621095718103,0.7377291687659765,82.0
whisper_tiny,ravdess,1,knn,k11,0.5866666666666667,0.5709201795064973,0.5724223850219843,
whisper_tiny,ravdess,2,mlp,h512_a1e-05,0.68,0.678890112837313,0.6908161203598006,76.0
whisper_tiny,ravdess,2,mlp,h512_a1e-04,0.68,0.678890112837313,0.6908161203598006,76.0
whisper_tiny,ravdess,2,mlp,h512_a1e-03,0.68,0.678890112837313,0.6908161203598006,76.0
whisper_tiny,ravdess,2,mlp,h512_a1e-02,0.6766666666666666,0.6746036531259922,0.6873933219550814,82.0
whisper_tiny,ravdess,2,knn,k11,0.4933333333333333,0.4859826133574743,0.48578886165538,
whisper_tiny,ravdess,3,mlp,h512_a1e-05,0.6766666666666666,0.6649968307500957,0.671234714704864,76.0
whisper_tiny,ravdess,3,mlp,h512_a1e-04,0.6766666666666666,0.6649968307500957,0.671234714704864,76.0
whisper_tiny,ravdess,3,mlp,h512_a1e-03,0.68,0.6692402435872585,0.6750683810385303,75.0
whisper_tiny,ravdess,3,mlp,h512_a1e-02,0.6766666666666666,0.6649870366226545,0.6712242676355934,82.0
whisper_tiny,ravdess,3,knn,k11,0.52,0.5059694399257955,0.5115525877727003,
whisper_tiny,ravdess,4,mlp,h512_a1e-05,0.7033333333333334,0.6884545493766185,0.7010181860017265,73.0
whisper_tiny,ravdess,4,mlp,h512_a1e-04,0.7033333333333334,0.6884545493766185,0.7010181860017265,73.0
whisper_tiny,ravdess,4,mlp,h512_a1e-03,0.7,0.6854324965250507,0.6977946629600541,73.0
whisper_tiny,ravdess,4,mlp,h512_a1e-02,0.71,0.694457805301785,0.7074216589885707,80.0
whisper_tiny,ravdess,4,knn,k11,0.5466666666666666,0.5339066401695631,0.5422895318271259,
whisper_tiny,ravdess,5,mlp,h512_a1e-05,0.7,0.6882591684367078,0.6910058580971942,75.0
whisper_tiny,ravdess,5,mlp,h512_a1e-04,0.7041666666666667,0.6944231557707718,0.6950037471078709,75.0
whisper_tiny,ravdess,5,mlp,h512_a1e-03,0.7041666666666667,0.6944231557707718,0.6950037471078709,75.0
whisper_tiny,ravdess,5,mlp,h512_a1e-02,0.7,0.6882591684367078,0.6910058580971942,82.0
whisper_tiny,ravdess,5,knn,k11,0.5833333333333334,0.5416989165387638,0.5409327450172347,
whisper_tiny,cremad,1,mlp,h512_a1e-05,0.6647173489278753,0.670518680547378,0.6678756076856512,87.0
whisper_tiny,cremad,1,mlp,h512_a1e-04,0.654320987654321,0.6609080436528344,0.6583070615731125,88.0
whisper_tiny,cremad,1,mlp,h512_a1e-03,0.6582196231319039,0.6647207277664927,0.6619666971014755,88.0
whisper_tiny,cremad,1,mlp,h512_a1e-02,0.6432748538011696,0.6501780146722002,0.6478735242711107,99.0
whisper_tiny,cremad,1,knn,k11,0.5549057829759584,0.5448475091964976,0.5415506095812954,
whisper_tiny,cremad,2,mlp,h512_a1e-05,0.7021822849807445,0.7019616523273218,0.6998598488909066,105.0
whisper_tiny,cremad,2,mlp,h512_a1e-04,0.6983311938382541,0.6986055229431795,0.6960703461686074,105.0
whisper_tiny,cremad,2,mlp,h512_a1e-03,0.6989730423620025,0.6995687036984674,0.6971191598862349,105.0
whisper_tiny,cremad,2,mlp,h512_a1e-02,0.7053915275994865,0.7058896242846936,0.7037377212902026,74.0
whisper_tiny,cremad,2,knn,k11,0.5770218228498074,0.5606275081247819,0.5576877053890485,
whisper_tiny,cremad,3,mlp,h512_a1e-05,0.7034659820282413,0.7036246411824343,0.7014160033044743,82.0
whisper_tiny,cremad,3,mlp,h512_a1e-04,0.7060333761232349,0.7055874964825799,0.7034923290382007,82.0
whisper_tiny,cremad,3,mlp,h512_a1e-03,0.6970474967907574,0.6964958306546328,0.6942762167681604,82.0
whisper_tiny,cremad,3,mlp,h512_a1e-02,0.6957637997432606,0.6948493129512506,0.6927224356561278,65.0
whisper_tiny,cremad,3,knn,k11,0.5750962772785623,0.5559081457958723,0.5534841956350625,
whisper_tiny,cremad,4,mlp,h512_a1e-05,0.6955684007707129,0.6952733682130549,0.6935250210855477,121.0
whisper_tiny,cremad,4,mlp,h512_a1e-04,0.6904303147077714,0.6895750850225683,0.6876786652857194,103.0
whisper_tiny,cremad,4,mlp,h512_a1e-03,0.6923570969813745,0.6917308072643906,0.6901702699611121,103.0
whisper_tiny,cremad,4,mlp,h512_a1e-02,0.6859344894026975,0.6854048373253218,0.6837375393177073,135.0
whisper_tiny,cremad,4,knn,k11,0.5600513808606294,0.5425677893753112,0.5402801271321077,
whisper_tiny,cremad,5,mlp,h512_a1e-05,0.6991869918699187,0.69561076822428,0.693833642902825,102.0
whisper_tiny,cremad,5,mlp,h512_a1e-04,0.6926829268292682,0.6884545764101916,0.686309254458909,97.0
whisper_tiny,cremad,5,mlp,h512_a1e-03,0.6658536585365854,0.663215539175602,0.6611444626723125,62.0
whisper_tiny,cremad,5,mlp,h512_a1e-02,0.6983739837398374,0.6946087702998858,0.6924467590504416,77.0
whisper_tiny,cremad,5,knn,k11,0.5300813008130081,0.510639285556108,0.5086442199650395,
whisper_tiny,esc50,1,mlp,h512_a1e-05,0.77,0.7634768132138572,0.7634768132138572,93.0
whisper_tiny,esc50,1,mlp,h512_a1e-04,0.77,0.7634768132138572,0.7634768132138572,93.0
whisper_tiny,esc50,1,mlp,h512_a1e-03,0.7675,0.7607863370233809,0.7607863370233809,93.0
whisper_tiny,esc50,1,mlp,h512_a1e-02,0.765,0.7579547595880883,0.7579547595880883,130.0
whisper_tiny,esc50,1,knn,k11,0.6025,0.5870273920552558,0.5870273920552558,
whisper_tiny,esc50,2,mlp,h512_a1e-05,0.7625,0.7559828774970113,0.7559828774970113,90.0
whisper_tiny,esc50,2,mlp,h512_a1e-04,0.7625,0.7559828774970113,0.7559828774970113,90.0
whisper_tiny,esc50,2,mlp,h512_a1e-03,0.7625,0.7559828774970113,0.7559828774970113,90.0
whisper_tiny,esc50,2,mlp,h512_a1e-02,0.7675,0.7620438478304274,0.7620438478304274,117.0
whisper_tiny,esc50,2,knn,k11,0.6475,0.625686932173135,0.625686932173135,
whisper_tiny,esc50,3,mlp,h512_a1e-05,0.775,0.772027115053027,0.772027115053027,93.0
whisper_tiny,esc50,3,mlp,h512_a1e-04,0.7725,0.7700487377371883,0.7700487377371883,93.0
whisper_tiny,esc50,3,mlp,h512_a1e-03,0.77,0.7673723030607538,0.7673723030607538,90.0
whisper_tiny,esc50,3,mlp,h512_a1e-02,0.775,0.771940930511734,0.771940930511734,114.0
whisper_tiny,esc50,3,knn,k11,0.6175,0.5905149302022367,0.5905149302022367,
whisper_tiny,esc50,4,mlp,h512_a1e-05,0.8,0.7964742928210419,0.7964742928210419,95.0
whisper_tiny,esc50,4,mlp,h512_a1e-04,0.7975,0.7929473002058139,0.7929473002058139,95.0
whisper_tiny,esc50,4,mlp,h512_a1e-03,0.7975,0.793292673442828,0.793292673442828,95.0
whisper_tiny,esc50,4,mlp,h512_a1e-02,0.8,0.7970625281151594,0.7970625281151594,135.0
whisper_tiny,esc50,4,knn,k11,0.6525,0.632271564177137,0.632271564177137,
whisper_tiny,esc50,5,mlp,h512_a1e-05,0.7725,0.7679124544186463,0.7679124544186463,94.0
whisper_tiny,esc50,5,mlp,h512_a1e-04,0.77,0.7650992676054595,0.7650992676054595,94.0
whisper_tiny,esc50,5,mlp,h512_a1e-03,0.77,0.7649572345439217,0.7649572345439217,91.0
whisper_tiny,esc50,5,mlp,h512_a1e-02,0.7725,0.7691785740918867,0.7691785740918867,130.0
whisper_tiny,esc50,5,knn,k11,0.61,0.5884552140326134,0.5884552140326134,
whisper_small,iemocap_4class,Ses01,mlp,h512_a1e-05,0.6828721017202692,0.678116495788919,0.6742015166523492,54.0
whisper_small,iemocap_4class,Ses01,mlp,h512_a1e-04,0.6791323859386686,0.6736536180616143,0.6693758752237763,54.0
whisper_small,iemocap_4class,Ses01,mlp,h512_a1e-03,0.6783844427823486,0.6729909854148202,0.6692600526989299,54.0
whisper_small,iemocap_4class,Ses01,mlp,h512_a1e-02,0.6761406133133882,0.6739834422668509,0.6684517611391182,97.0
whisper_small,iemocap_4class,Ses01,knn,k11,0.6611817501869858,0.6527817156425267,0.6491414185651313,
whisper_small,iemocap_4class,Ses02,mlp,h512_a1e-05,0.6798069187449718,0.6794704390178347,0.6755405691702774,71.0
whisper_small,iemocap_4class,Ses02,mlp,h512_a1e-04,0.7095736122284795,0.7020966239698793,0.6998749641965388,71.0
whisper_small,iemocap_4class,Ses02,mlp,h512_a1e-03,0.7248592115848753,0.7143289496563667,0.7131715045526883,71.0
whisper_small,iemocap_4class,Ses02,mlp,h512_a1e-02,0.7296862429605793,0.7238398067244333,0.7211909879884764,62.0
whisper_small,iemocap_4class,Ses02,knn,k11,0.7135961383748994,0.7045685641830554,0.6987570304578181,
whisper_small,iemocap_4class,Ses03,mlp,h512_a1e-05,0.6906721536351166,0.6795815710809301,0.6874740021063409,54.0
whisper_small,iemocap_4class,Ses03,mlp,h512_a1e-04,0.6934156378600823,0.6820751641562233,0.6900052041900242,54.0
whisper_small,iemocap_4class,Ses03,mlp,h512_a1e-03,0.6927297668038409,0.6818275151543323,0.6896640232025752,53.0
whisper_small,iemocap_4class,Ses03,mlp,h512_a1e-02,0.659122085048011,0.645460442241175,0.6550397574841255,98.0
whisper_small,iemocap_4class,Ses03,knn,k11,0.6721536351165981,0.661609390144503,0.6694376706099296,
whisper_small,iemocap_4class,Ses04,mlp,h512_a1e-05,0.6824324324324325,0.6755736799287394,0.6867677909919649,54.0
whisper_small,iemocap_4class,Ses04,mlp,h512_a1e-04,0.6876876876876877,0.6807645756490956,0.6919290432201358,54.0
whisper_small,iemocap_4class,Ses04,mlp,h512_a1e-03,0.6824324324324325,0.6743432232460446,0.6869710564242086,54.0
whisper_small,iemocap_4class,Ses04,mlp,h512_a1e-02,0.6621621621621622,0.6570852368789413,0.6675406293341853,97.0
whisper_small,iemocap_4class,Ses04,knn,k11,0.6884384384384384,0.6778132672974362,0.6968077183219128,
whisper_small,iemocap_4class,Ses05,mlp,h512_a1e-05,0.6960849369608494,0.6881855408891113,0.6969403995995782,54.0
whisper_small,iemocap_4class,Ses05,mlp,h512_a1e-04,0.6974120769741208,0.6899097601583916,0.6980959581603613,54.0
whisper_small,iemocap_4class,Ses05,mlp,h512_a1e-03,0.6987392169873922,0.6919583185752936,0.6993829808651154,54.0
whisper_small,iemocap_4class,Ses05,mlp,h512_a1e-02,0.6808228268082283,0.6697034231508182,0.6804932194027337,107.0
whisper_small,iemocap_4class,Ses05,knn,k11,0.6443264764432648,0.6355409989850398,0.6439752940433517,
whisper_small,ravdess,1,mlp,h512_a1e-05,0.8333333333333334,0.82687047920434,0.8292174000401847,54.0
whisper_small,ravdess,1,mlp,h512_a1e-04,0.8333333333333334,0.82687047920434,0.8292174000401847,54.0
whisper_small,ravdess,1,mlp,h512_a1e-03,0.8333333333333334,0.82687047920434,0.8292174000401847,54.0
whisper_small,ravdess,1,mlp,h512_a1e-02,0.8333333333333334,0.82687047920434,0.8292174000401847,66.0
whisper_small,ravdess,1,knn,k11,0.61,0.59420160681107,0.5908771941577968,
whisper_small,ravdess,2,mlp,h512_a1e-05,0.76,0.7603337922927402,0.7680119590907509,54.0
whisper_small,ravdess,2,mlp,h512_a1e-04,0.76,0.7603337922927402,0.7680119590907509,54.0
whisper_small,ravdess,2,mlp,h512_a1e-03,0.7566666666666667,0.7573295566963941,0.764807441121315,54.0
whisper_small,ravdess,2,mlp,h512_a1e-02,0.76,0.7599119143682618,0.7675619559713073,66.0
whisper_small,ravdess,2,knn,k11,0.6033333333333334,0.5977024219682807,0.6005122130624623,
whisper_small,ravdess,3,mlp,h512_a1e-05,0.73,0.7134936833716092,0.716615484485272,52.0
whisper_small,ravdess,3,mlp,h512_a1e-04,0.73,0.7134936833716092,0.716615484485272,52.0
whisper_small,ravdess,3,mlp,h512_a1e-03,0.73,0.7131259787870372,0.7170313470698093,52.0
whisper_small,ravdess,3,mlp,h512_a1e-02,0.73,0.712431994986559,0.7170703184618533,65.0
whisper_small,ravdess,3,knn,k11,0.57,0.5497769513985122,0.5554209962204285,
whisper_small,ravdess,4,mlp,h512_a1e-05,0.7366666666666667,0.7283206772316966,0.7372357494075035,52.0
whisper_small,ravdess,4,mlp,h512_a1e-04,0.7366666666666667,0.7283206772316966,0.7372357494075035,52.0
whisper_small,ravdess,4,mlp,h512_a1e-03,0.7366666666666667,0.7283206772316966,0.7372357494075035,52.0
whisper_small,ravdess,4,mlp,h512_a1e-02,0.7366666666666667,0.727324227527687,0.737216018134796,64.0
whisper_small,ravdess,4,knn,k11,0.62,0.6152402905177685,0.6138320674613773,
whisper_small,ravdess,5,mlp,h512_a1e-05,0.775,0.7730429905408682,0.7712458565769261,52.0
whisper_small,ravdess,5,mlp,h512_a1e-04,0.775,0.7730429905408682,0.7712458565769261,52.0
whisper_small,ravdess,5,mlp,h512_a1e-03,0.775,0.7730429905408682,0.7712458565769261,52.0
whisper_small,ravdess,5,mlp,h512_a1e-02,0.7708333333333334,0.7720594048532687,0.7686280710591729,190.0
whisper_small,ravdess,5,knn,k11,0.6208333333333333,0.5969385657091678,0.596482897762735,
whisper_small,cremad,1,mlp,h512_a1e-05,0.7251461988304093,0.7293227027965209,0.727834995406508,63.0
